close_code,breached_reason_code,contact_type,self_service,reopened,has_knowledge_article,reassignment_count,appl_tier,caller_vip,kcs_solution,days_to_resolve,user_dissatisfied,sla_breached,caller_is_employee,priority_is_4,company,group,application
Software Correction,,self-service,1,0,1,1.0,Silver,0,KB000010047887,7,0,0,0,1,C71708,G40673,A50179
No Resolution Action,,chat,1,0,1,0.0,,0,KB000010033481,0,0,0,0,1,C71708,G40673,A54871
Information Provided / Training,,self-service,1,0,0,0.0,,0,,3,0,0,1,0,C71708,G40673,A82273
No Resolution Action,,self-service,1,0,0,3.0,Silver,0,,3,1,0,1,1,C71708,G40673,A79582
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,2,0,0,1,0,C71708,G46227,A60083
Data Correction,,phone,0,0,0,1.0,Silver,0,,12,0,1,1,1,C71708,G46227,A60083
Software Correction,,self-service,1,0,0,1.0,Silver,0,,11,0,1,1,1,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,7,0,0,1,0,C71708,G46227,A60083
No Resolution Action,,chat,1,0,0,0.0,,0,,0,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,5,0,0,1,0,C71708,G46227,A60083
Information Provided / Training,,chat,1,0,1,0.0,Silver,0,KB000010101164,0,0,0,1,1,C71708,G46227,A60083
Data Correction,,chat,1,0,1,1.0,,0,KB000010120017,2,0,0,1,1,C71708,G46227,A60083
Data Correction,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C71708,G46227,A60083
Data Correction,,phone,0,0,1,1.0,Silver,0,KB000010108175,1,0,0,1,1,C71708,G46227,A60083
Data Correction,,self-service,1,0,0,1.0,Silver,0,,6,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,chat,1,0,0,0.0,Silver,0,,4,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,phone,0,0,1,1.0,Silver,0,KB000010071807,2,0,0,1,1,C71708,G46227,A60083
No Resolution Action,,self-service,1,0,0,1.0,Silver,0,,14,1,0,1,1,C71708,G46227,A60083
Data Correction,,chat,1,0,1,0.0,Silver,0,KB000010098483,0,0,0,1,1,C71708,G46227,A60083
Data Correction,3rd Party or External Event,chat,1,0,1,1.0,Silver,0,KB000010071510,15,0,1,1,1,C71708,G46227,A60083
Information Provided / Training,,chat,1,0,0,0.0,Silver,0,,3,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,phone,0,0,1,1.0,Silver,0,KB000010098508,3,0,0,1,1,C71708,G46227,A60083
Data Correction,,phone,0,0,0,1.0,Silver,0,,2,0,0,1,1,C71708,G46227,A60083
Data Correction,,chat,1,0,0,1.0,Silver,0,,10,1,0,1,1,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,1,0,0,0,0,C71708,G46227,A60083
Data Correction,,phone,0,0,1,1.0,Silver,0,KB000010101164,5,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,3,0,0,0,0,C71708,G46227,A60083
Data Correction,,self-service,1,0,0,0.0,Silver,0,,6,1,1,1,0,C71708,G46227,A60083
Information Provided / Training,,phone,0,0,0,1.0,Silver,0,,3,0,0,1,1,C71708,G46227,A60083
Software Correction,,chat,1,0,1,0.0,Silver,0,KB000010101164,5,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,self-service,1,1,0,1.0,Silver,0,,6,1,1,0,0,C71708,G46227,A60083
Software Correction,,phone,0,0,1,0.0,Silver,0,KB000010098508,3,0,0,1,1,C71708,G46227,A60083
No Resolution Action,,phone,0,0,1,2.0,Silver,0,KB000010108175,4,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,chat,1,0,0,0.0,Silver,0,,7,0,0,1,1,C71708,G46227,A60083
Data Correction,,chat,1,0,0,0.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Data Correction,,phone,0,0,0,1.0,Silver,0,,2,0,0,0,1,C71708,G46227,A60083
Data Correction,,chat,1,0,0,0.0,Silver,0,,6,0,0,1,1,C71708,G46227,A60083
Data Correction,,self-service,1,0,0,1.0,Silver,0,,1,0,0,1,0,C71708,G46227,A60083
Data Correction,,phone,0,0,0,0.0,Silver,0,,7,0,0,0,1,C71708,G46227,A60083
Data Correction,,chat,1,0,1,0.0,Silver,0,KB000010101164,5,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,phone,0,1,1,1.0,Silver,0,KB000010108175,1,0,0,1,1,C71708,G46227,A60083
No Resolution Action,,phone,0,0,1,1.0,Silver,0,KB000010098508,0,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,chat,1,1,1,1.0,Silver,0,KB000010126307,8,1,0,1,1,C71708,G46227,A60083
Data Correction,,chat,1,0,1,1.0,Silver,0,KB000010101164,3,0,0,0,1,C71708,G46227,A60083
Data Correction,,phone,0,0,0,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
No Resolution Action,Ticket Mishandling,self-service,1,1,0,11.0,Silver,0,,15,1,1,1,0,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,4,0,1,1,0,C71708,G46227,A60083
Data Correction,,self-service,1,0,0,0.0,Silver,0,,6,0,1,1,0,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C71708,G46227,A60083
Data Correction,Complex Resolution,chat,1,0,0,1.0,Silver,0,,15,0,1,1,1,C71708,G46227,A60083
Information Provided / Training,,chat,1,0,1,0.0,,0,KB000010098483,0,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,10,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,2.0,Silver,0,,2,1,0,0,0,C71708,G46227,A60083
Information Provided / Training,,phone,0,0,0,1.0,Silver,0,,6,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,0,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
No Resolution Action,,phone,0,0,0,1.0,,0,,1,0,0,1,0,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,0,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,chat,1,0,1,1.0,Silver,0,,2,0,0,0,1,C71708,G46227,A60083
Environmental Restoration,,chat,1,0,0,0.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,chat,1,0,0,0.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,1,0.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,1,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,chat,1,0,0,0.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
No Resolution Action,,phone,0,0,0,2.0,,0,,1,0,0,1,1,C71708,G46227,A60083
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,10,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,1,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,chat,1,0,0,0.0,Silver,0,,2,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,1,2.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,self-service,1,0,0,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,chat,1,0,0,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,chat,1,0,0,0.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,0,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,1,1.0,Silver,1,,1,0,0,1,0,C71708,G46227,A60083
Information Provided / Training,,chat,1,0,1,0.0,Silver,0,KB000010098483,8,0,1,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,0,1.0,Silver,0,,2,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,1,2.0,Silver,0,,2,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,0,0.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
No Resolution Action,,self-service,1,0,0,1.0,Silver,0,,3,0,0,1,0,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,0,1.0,Silver,0,,1,0,0,1,1,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,1,2.0,Silver,1,,1,0,1,1,0,C71708,G46227,A60083
Environmental Restoration,,phone,0,0,0,0.0,Silver,0,,2,0,0,1,1,C71708,G46227,A60083
Data Correction,,self-service,1,0,0,2.0,Silver,0,,6,0,0,0,1,C71708,G46227,A73948
Data Correction,,phone,0,0,0,1.0,Silver,0,,4,0,0,0,1,C71708,G46227,A73948
Capacity Adjustment,,chat,1,0,0,0.0,Silver,0,,1,0,0,0,1,C71708,G46227,A73948
Information Provided / Training,,chat,1,0,1,0.0,Silver,0,KB000010096486,1,0,0,1,0,C71708,G46227,A73948
Information Provided / Training,,chat,1,0,0,0.0,Silver,0,,0,0,0,0,1,C71708,G46227,A73948
Data Correction,,chat,1,0,0,1.0,Silver,0,,1,0,0,0,1,C71708,G46227,A73948
No Resolution Action,,chat,1,0,1,1.0,Silver,0,KB000010103495,2,0,0,1,1,C71708,G46227,A97653
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,0,0,0,1,0,C71708,G46227,A97653
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,1,0,0,1,0,C71708,G46227,A97653
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,1,0,0,1,0,C71708,G46227,A97653
No Resolution Action,,chat,1,0,1,0.0,Silver,0,KB000010042761,1,0,0,1,1,C71708,G46227,A97653
No Resolution Action,,self-service,1,0,0,0.0,,0,,1,0,0,1,0,C71708,G46227,A16609
Information Provided / Training,,phone,0,0,1,0.0,Silver,0,KB000010054559,4,0,0,1,1,C71708,G46227,A38402
Information Provided / Training,,phone,0,0,1,1.0,Silver,0,KB000010054559,4,0,0,1,0,C71708,G46227,A38402
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,4,0,0,1,0,C71708,G46227,A38402
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C71708,G46227,A38402
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,7,0,0,1,1,C71708,G46227,A38402
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,4,0,0,1,0,C71708,G46227,A38402
Information Provided / Training,,chat,1,0,0,0.0,Silver,0,,2,0,0,1,1,C71708,G46227,A38402
Information Provided / Training,,chat,1,0,0,0.0,Silver,0,,8,0,0,1,1,C71708,G46227,A38402
Information Provided / Training,,chat,1,0,0,1.0,Silver,0,,7,0,0,1,1,C71708,G46227,A38402
Information Provided / Training,,chat,1,0,0,1.0,Silver,0,,6,0,0,1,1,C71708,G46227,A38402
Information Provided / Training,,chat,1,0,0,0.0,Silver,0,,5,0,0,1,1,C71708,G46227,A38402
No Resolution Action,,self-service,1,0,0,1.0,Silver,0,,2,0,0,0,0,C71708,G46227,A41250
No Resolution Action,,self-service,1,0,0,1.0,Silver,0,,2,0,0,1,0,C71708,G46227,A41250
Data Correction,,self-service,1,0,0,0.0,Silver,0,,2,0,0,1,0,C71708,G46227,A41250
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,4,0,0,1,0,C71708,G46227,A41250
Data Correction,,chat,1,0,0,1.0,Silver,0,,8,0,1,0,1,C71708,G46227,A41250
Data Correction,,self-service,1,0,0,1.0,Silver,0,,5,0,0,1,0,C71708,G46227,A16376
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,2,0,0,0,0,C71708,G46227,A16376
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,1,0,0,0,0,C71708,G46227,A16376
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,4,0,0,1,0,C71708,G46227,A16376
Data Correction,,phone,0,0,0,0.0,Silver,0,,3,0,0,1,1,C71708,G46227,A16376
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,5,0,0,0,1,C71708,G46227,A16376
Information Provided / Training,,self-service,1,0,0,1.0,,0,,3,0,0,1,1,C71708,G46227,A39468
No Resolution Action,Received late or Breached,phone,0,0,0,1.0,,0,,6,0,0,1,1,C71708,G46227,A39468
Data Correction,,chat,1,0,0,0.0,Silver,0,,3,0,0,1,1,C71708,G46227,A49845
Data Correction,,self-service,1,0,0,0.0,Silver,0,,6,0,0,1,1,C71708,G46227,A49845
No Resolution Action,,chat,1,0,0,0.0,Silver,0,,2,0,0,1,1,C71708,G46227,A49845
No Resolution Action,,chat,1,1,0,0.0,Silver,0,,2,1,0,0,1,C71708,G46227,A49845
No Resolution Action,,chat,1,0,0,0.0,Silver,0,,5,0,0,1,1,C71708,G46227,A49845
No Resolution Action,,chat,1,0,0,0.0,Silver,0,,1,0,0,1,1,C71708,G46227,A49845
No Resolution Action,,chat,1,0,0,0.0,Silver,1,,1,0,0,1,1,C71708,G46227,A49845
Software Correction,,self-service,1,1,0,0.0,Silver,0,,5,0,0,1,1,C71708,G46227,A49845
Data Correction,,self-service,1,0,0,0.0,Silver,0,,4,0,0,0,1,C71708,G46227,A49845
Data Correction,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,1,C71708,G46227,A49845
Data Correction,,self-service,1,0,0,0.0,Silver,0,,8,0,0,0,1,C71708,G46227,A49845
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,5,0,0,0,0,C71708,G46227,A61478
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,10,0,1,0,1,C71708,G46227,A61478
No Resolution Action,,self-service,1,0,0,1.0,Silver,0,,3,0,0,0,0,C71708,G46227,A61478
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C71708,G46227,A61478
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,7,0,1,1,1,C71708,G46227,A61478
No Resolution Action,,self-service,1,1,0,0.0,Silver,0,,7,1,0,1,1,C71708,G46227,A76136
Data Correction,,self-service,1,0,0,1.0,Silver,0,,2,0,0,0,0,C71708,G46227,A11961
No Resolution Action,,phone,0,0,0,2.0,Silver,0,,3,0,0,1,1,C71708,G46227,A11961
Data Correction,,self-service,1,0,0,0.0,Silver,0,,1,0,0,0,1,C71708,G46227,A11961
Data Correction,,phone,0,0,0,1.0,Silver,0,,2,0,0,0,1,C71708,G46227,A11961
Data Correction,,self-service,1,0,0,2.0,Silver,0,,4,0,0,0,1,C71708,G46227,A11961
Data Correction,,self-service,1,0,0,1.0,Silver,0,,7,0,0,0,1,C71708,G46227,A11961
No Resolution Action,,self-service,1,0,0,0.0,,0,,3,0,0,0,0,C71708,G46227,A92028
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,1,0,0,1,0,C71708,G46227,A29955
Data Correction,,self-service,1,0,0,0.0,Gold,0,,1,0,0,1,0,C71708,G46227,A80767
No Resolution Action,,self-service,1,0,0,0.0,Gold,0,,1,0,0,1,0,C71708,G46227,A80767
Software Correction,,self-service,1,0,1,2.0,Gold,0,,0,0,0,0,0,C71708,G46227,A80767
Software Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C71708,G46227,A80767
Information Provided / Training,,self-service,1,0,0,2.0,Gold,0,,3,0,0,1,1,C71708,G98748,A80767
No Resolution Action,,chat,1,0,0,1.0,Bronze,0,,0,0,0,1,1,C71708,G46227,A26612
No Resolution Action,,self-service,1,0,1,1.0,Bronze,0,KB000010102078,1,0,0,1,0,C71708,G46227,A26612
No Resolution Action,,self-service,1,0,0,1.0,Bronze,0,,3,0,0,1,1,C71708,G46227,A26612
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,2,0,0,1,1,C71708,G46227,A80894
Information Provided / Training,,self-service,1,0,0,2.0,Bronze,0,,5,1,0,1,1,C71708,G46227,A57883
Data Correction,,self-service,1,0,0,1.0,Bronze,0,,7,0,1,1,1,C71708,G46227,A57883
Data Correction,,self-service,1,0,0,0.0,,0,,6,0,0,1,0,C71708,G46227,A57289
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C71708,G46227,A46704
No Resolution Action,,self-service,1,0,0,0.0,,0,,3,0,0,1,0,C71708,G46227,A67985
No Resolution Action,,chat,1,0,1,4.0,Gold,0,KB000010030970,15,1,1,0,0,C71708,G46227,A70207
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,4,0,0,1,0,C71708,G46227,A73772
Data Correction,,self-service,1,0,0,0.0,Bronze,0,,6,0,0,1,1,C71708,G46227,A80932
No Resolution Action,,self-service,1,0,0,0.0,Bronze,0,,5,0,0,1,1,C71708,G46227,A80932
Information Provided / Training,,self-service,1,0,0,0.0,,0,,7,0,0,1,1,C71708,G46227,A84227
Information Provided / Training,,self-service,1,0,0,0.0,,0,,6,0,0,1,1,C71708,G46227,A84227
Information Provided / Training,,chat,1,0,1,1.0,,0,KB000010140015,0,0,0,1,1,C71708,G46227,A84227
Data Correction,,self-service,1,0,0,0.0,,0,,2,0,0,1,0,C71708,G46227,A84227
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,5,0,1,1,0,C71708,G46227,A87018
Capacity Adjustment,,self-service,1,0,0,0.0,Silver,0,,6,0,1,1,0,C71708,G46227,A87018
No Resolution Action,,self-service,1,0,1,3.0,,0,KB000010090690,2,0,0,0,0,C71708,G46227,A44999
Software Correction,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,0,C71708,G46227,A45875
Software Correction,,self-service,1,0,0,0.0,Gold,0,,4,0,0,1,1,C71708,G46227,A45875
Data Correction,,self-service,1,0,0,1.0,Silver,0,,2,0,0,1,0,C71708,G46227,A17998
Reboot / Restart,,phone,0,0,0,1.0,Bronze,0,,1,0,0,1,1,C71708,G46227,A79683
No Resolution Action,,self-service,1,0,0,0.0,Bronze,0,,1,0,0,1,0,C71708,G46227,A79683
Information Provided / Training,,self-service,1,0,0,0.0,Bronze,0,,1,0,0,1,0,C71708,G46227,A69543
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,1,1,0,0,0,C71708,G46227,A27046
No Resolution Action,,self-service,1,0,0,1.0,Bronze,0,,3,1,0,1,0,C71708,G46227,A36571
Information Provided / Training,,phone,0,0,1,0.0,Silver,0,KB000010096821,11,0,1,1,1,C71708,G46227,A27606
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,7,0,0,0,1,C71708,G46227,A27606
Information Provided / Training,,self-service,1,0,0,1.0,Silver,0,,4,0,0,0,0,C71708,G46227,A27606
No Resolution Action,,chat,1,0,0,0.0,,0,,2,0,0,0,1,C71708,G46227,A15159
Software Correction,,self-service,1,0,0,1.0,Silver,0,,2,0,0,1,0,C71708,G46227,A47890
Information Provided / Training,,chat,1,1,0,0.0,Silver,0,,13,1,1,1,1,C71708,G46227,A47890
Information Provided / Training,,phone,0,1,0,4.0,,1,,0,1,0,1,0,C71708,G46227,A93140
Data Correction,,self-service,1,0,0,1.0,Silver,0,,2,0,0,1,0,C71708,G46227,A59919
Data Correction,,self-service,1,0,0,1.0,Bronze,0,,3,0,0,1,0,C71708,G46227,A57975
No Resolution Action,,chat,1,1,0,1.0,Silver,0,,3,1,0,1,1,C71708,G46227,A47949
Information Provided / Training,,phone,0,0,1,0.0,Gold,0,KB000010105164,4,0,0,0,1,C71708,G46227,A17703
Information Provided / Training,,self-service,1,0,0,0.0,Silver,0,,3,0,0,1,0,C71708,G46227,A87668
No Resolution Action,,self-service,1,0,0,0.0,Silver,0,,3,1,0,1,0,C71708,G46227,A74598
No Resolution Action,,self-service,1,0,0,1.0,Silver,0,,0,0,0,1,0,C71708,G46227,A29279
Software Correction,,chat,1,0,0,0.0,Gold,0,,0,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,1,2.0,Gold,0,KB000010177008,4,0,0,1,1,C71708,G59178,A74566
Software Correction,,chat,1,0,0,0.0,Gold,0,,0,0,0,0,1,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,0,2.0,Gold,0,,1,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,1,0,0,0,0,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,0,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,0,2.0,Gold,0,,1,0,0,1,1,C71708,G59178,A74566
Software Correction,,chat,1,0,0,0.0,Gold,0,,1,0,0,1,1,C71708,G59178,A74566
Software Correction,,phone,0,0,1,0.0,Gold,0,KB000010161257,5,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,Change Implementation,self-service,1,0,0,0.0,Gold,0,,7,1,0,1,0,C71708,G59178,A74566
Information Provided / Training,Customer Delay,chat,1,0,0,0.0,Gold,0,,10,0,1,1,1,C71708,G59178,A74566
Information Provided / Training,Customer Delay,self-service,1,0,0,1.0,Gold,0,,5,0,0,1,0,C71708,G59178,A74566
No Resolution Action,Customer Delay,self-service,1,0,0,3.0,Gold,0,,10,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,1,0,0,0,1,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,1,2.0,Gold,0,,4,0,0,1,1,C71708,G59178,A74566
Software Correction,,self-service,1,0,0,1.0,Gold,0,,2,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,1,1.0,Gold,0,KB000010161257,1,0,0,1,1,C71708,G59178,A74566
Software Correction,,chat,1,0,0,0.0,Gold,0,,3,0,0,0,1,C71708,G59178,A74566
No Resolution Action,Received late or Breached,chat,1,0,1,0.0,Gold,0,KB000010161257,7,1,0,1,1,C71708,G59178,A74566
Information Provided / Training,Received late or Breached,self-service,1,0,0,3.0,Gold,0,,8,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,1,0,0,0,0,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,0,2.0,Gold,0,,0,0,0,1,1,C71708,G59178,A74566
Data Correction,,self-service,1,0,0,2.0,Gold,0,,1,0,0,0,0,C71708,G59178,A74566
Data Correction,,self-service,1,0,0,1.0,Gold,0,,1,0,0,0,0,C71708,G59178,A74566
Software Correction,,self-service,1,0,1,1.0,Gold,0,KB000010161257,1,0,0,1,0,C71708,G59178,A74566
Software Correction,,self-service,1,0,0,1.0,Gold,0,,0,0,0,0,1,C71708,G59178,A74566
Software Correction,,self-service,1,0,0,1.0,Gold,0,,1,0,0,0,1,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C71708,G59178,A74566
Software Correction,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,0,2.0,Gold,0,,1,0,0,1,1,C71708,G59178,A74566
Software Correction,,chat,1,0,0,1.0,Gold,0,,1,0,0,0,1,C71708,G59178,A74566
Security Modification,,chat,1,0,1,2.0,Gold,0,KB000010027052,5,0,0,0,1,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,0,2.0,Gold,0,,1,0,0,1,1,C71708,G59178,A74566
Security Modification,,chat,1,0,0,0.0,Gold,0,,0,0,0,1,1,C71708,G59178,A74566
Software Correction,,self-service,1,0,0,1.0,Gold,0,,0,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,0,C71708,G59178,A74566
Software Correction,,chat,1,0,0,1.0,Gold,0,,0,0,0,1,1,C71708,G59178,A74566
Software Correction,,chat,1,0,1,2.0,Gold,0,KB000010073408,4,0,0,0,1,C71708,G59178,A74566
Software Correction,,self-service,1,0,0,1.0,Gold,0,,3,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,1,0,0,1,0,C71708,G59178,A74566
Software Correction,,chat,1,0,1,2.0,Gold,0,,1,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,1.0,Gold,0,,1,0,0,1,0,C71708,G59178,A74566
No Resolution Action,,chat,1,0,0,0.0,Gold,0,,1,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,0,0,0,0,0,C71708,G59178,A74566
Software Correction,,chat,1,0,0,1.0,Gold,0,,1,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,,chat,1,1,0,0.0,Gold,0,,3,0,1,0,1,C71708,G59178,A74566
Reboot / Restart,,self-service,1,0,0,1.0,Gold,0,,0,0,0,0,0,C71708,G59178,A74566
Reboot / Restart,,self-service,1,0,0,1.0,Gold,0,,1,0,0,0,0,C71708,G59178,A74566
Software Correction,Received late or Breached,phone,0,0,1,3.0,Gold,0,KB000010034663,6,0,0,1,0,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,0,3.0,Gold,0,,2,0,0,1,1,C71708,G59178,A74566
Data Correction,Received late or Breached,self-service,1,0,0,4.0,Gold,0,,15,1,1,1,1,C71708,G59178,A74566
Software Correction,,self-service,1,0,0,1.0,Gold,0,,4,1,0,1,1,C71708,G59178,A74566
Software Correction,,chat,1,0,0,2.0,Gold,0,,6,0,0,1,1,C71708,G59178,A74566
Information Provided / Training,,chat,1,0,0,1.0,Gold,0,,0,0,0,1,1,C71708,G59178,A74566
Software Correction,,chat,1,0,0,1.0,Gold,0,,3,0,0,1,1,C71708,G59178,A74566
Data Correction,,self-service,1,0,0,1.0,Gold,0,,4,0,0,0,1,C71708,G59178,A17129
Data Correction,Customer Delay,chat,1,1,0,0.0,Gold,0,,15,1,1,1,1,C71708,G59178,A17129
Information Provided / Training,Received late or Breached,chat,1,0,1,2.0,Gold,0,KB000010161191,15,0,1,1,1,C71708,G59178,A17129
No Resolution Action,Complex Resolution,self-service,1,0,0,3.0,Gold,0,,15,1,1,0,1,C71708,G59178,A17129
Reboot / Restart,,self-service,1,0,0,1.0,Gold,0,,0,0,0,0,0,C71708,G59178,A88709
Data Correction,Complex Resolution,self-service,1,0,0,2.0,Gold,0,,15,0,1,1,1,C71708,G59178,A93463
Reboot / Restart,,self-service,1,0,0,0.0,Gold,0,,5,0,0,0,0,C71708,G81253,A78615
No Resolution Action,,phone,0,1,0,2.0,Gold,0,,7,1,0,0,1,C71708,G81253,A78615
Reboot / Restart,,self-service,1,0,1,0.0,Gold,0,KB000010090155,6,0,0,1,1,C71708,G81253,A78615
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010104791,5,0,0,0,1,C71708,G81253,A78615
Reboot / Restart,,self-service,1,0,0,0.0,Gold,0,,2,0,0,0,0,C71708,G81253,A78615
Information Provided / Training,,self-service,1,0,1,0.0,Gold,0,KB000010104791,5,0,0,1,0,C71708,G81253,A78615
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,4,0,0,0,0,C71708,G81253,A78615
Reboot / Restart,,self-service,1,0,0,0.0,Gold,0,,2,0,0,1,0,C71708,G81253,A78615
Information Provided / Training,,self-service,1,0,0,0.0,Gold,0,,7,0,0,0,1,C71708,G81253,A78615
